ppin,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
00348024,MARMION ACADEMY,1000 BUTTERFIELD RD,AURORA,IL,60502,41.813740,-88.296901,,511,6308976936,private
00348046,ROSARY HIGH SCHOOL,901 N EDGELAWN DR,AURORA,IL,60506,41.774580,-88.357411,,265,6308930831,private
00348217,ST EDWARD CENTRAL CATHOLIC HIGH SCHOOL,335 LOCUST ST,ELGIN,IL,60123,42.032557,-88.288731,,252,8477417535,private
00348363,ROUTT CATHOLIC HIGH SCHOOL,500 E COLLEGE AVE,JACKSONVILLE,IL,62650,39.732893,-90.222151,,124,2172438563,private
00348716,MARQUETTE CATHOLIC HIGH SCHOOL,219 E 4TH ST,ALTON,IL,62002,38.891190,-90.182551,,420,6184630580,private
00348829,SACRED HEART GRIFFIN HIGH SCHOOL,1200 W WASHINGTON ST,SPRINGFIELD,IL,62702,39.801081,-89.674064,,510,2177871595,private
00348895,ST TERESA HIGH SCHOOL,2710 N WATER ST,DECATUR,IL,62526,39.873108,-88.953798,,275,2178752431,private
00348942,ST ANTHONY HIGH SCHOOL,304 E ROADWAY AVE,EFFINGHAM,IL,62401,39.129410,-88.538421,,200,2173426969,private
00349775,LAKE COUNTY BAPTIST SCHOOL,1550 W YORKHOUSE RD,WAUKEGAN,IL,60087,42.410510,-87.850341,,136,8476237600,private
00350601,LUTHERAN SCHOOL ASSOCIATION,2001 E MOUND RD,DECATUR,IL,62526,39.889420,-88.929301,,322,2172332001,private
00350805,ROCKFORD LUTHERAN SCHOOL - JR/SR HIGH SCHOOL,3411 N ALPINE RD,ROCKFORD,IL,61114,42.309350,-89.027031,,692,8158779551,private
00350849,WALTHER CHRISTIAN ACADEMY,900 CHICAGO AVE,MELROSE PARK,IL,60160,41.892950,-87.845071,,268,7083440404,private
00350984,ROCKFORD CHRISTIAN SCHOOLS,1401 N BELL SCHOOL RD,ROCKFORD,IL,61107,42.283020,-88.969541,,685,8153918006,private
00351558,SUMMIT SCHOOL,333 W RIVER RD,ELGIN,IL,60123,42.064660,-88.282781,,41,8474680490,private
00351718,PEORIA CHRISTIAN SCHOOL,3506 N CALIFORNIA AVE,PEORIA,IL,61603,40.729633,-89.587706,,595,3096864500,private
00351751,FASMAN YESHIVA HIGH SCHOOL,7135 CARPENTER RD,SKOKIE,IL,60077,42.010939,-87.760823,,109,8479822500,private
00351795,TELSHE HIGH SCHOOL,3535 W FOSTER AVE,CHICAGO,IL,60625,41.975390,-87.717671,,139,7734637738,private
00351809,KEITH COUNTRY DAY SCHOOL,1 JACOBY PL,ROCKFORD,IL,61107,42.286025,-89.062809,,165,8153998823,private
00351944,WESTLAKE CHRISTIAN ACADEMY,275 S LAKE ST,GRAYSLAKE,IL,60030,42.338445,-88.043114,,221,8475486209,private
00351977,NORTH SHORE COUNTRY DAY SCHOOL,310 GREEN BAY RD,WINNETKA,IL,60093,42.098428,-87.730076,,532,8474460674,private
00352063,ELIM CHRISTIAN SCHOOL,13020 S CENTRAL AVE,CRESTWOOD,IL,60418,41.656620,-87.760381,,4,7083890555,private
00352187,ILLIANA CHRISTIAN HIGH SCHOOL,10920 CALUMET AVE,DYER,IN,46311,41.419146,-87.510280,,474,2195587066,private
00352198,THE LATIN SCHOOL OF CHICAGO,59 W N BLVD,CHICAGO,IL,60610,41.910872,-87.631279,,1126,3125826014,private
00352201,ROYCEMORE SCHOOL,1200 DAVIS ST,EVANSTON,IL,60201,42.046600,-87.689301,,217,8478666055,private
00352482,UCP-CDS-MELVIN J LARSON SCHOOL,311 S REED ST,JOLIET,IL,60436,41.517220,-88.109211,,33,8157443500,private
00352766,ESPERANZA THERAPEUTIC SCHOOL,520 N MARSHFIELD AVE,CHICAGO,IL,60622,41.891472,-87.668704,,46,3122436097,private
00352813,FIRST BAPTIST CHRISTIAN SCHOOL,1211 N VERMILION ST,DANVILLE,IL,61832,40.143980,-87.630021,,166,2174422434,private
00353078,LAKE FOREST ACADEMY,1500 W KENNEDY RD,LAKE FOREST,IL,60045,42.247594,-87.891307,,437,8476153248,private
00353431,NORTH LOVE CHRISTIAN,5301 E RIVERSIDE BLVD,ROCKFORD,IL,61114,42.317860,-89.011801,,64,8152092629,private
00353555,PROTESTANT REFORMED/HERITAGE CHRISTIAN SCHOOLS,10790 CALUMET AVE,DYER,IN,46311,41.421550,-87.509551,,230,2195582660,private
00353566,TRANSITIONS SCHOOL,PO BOX 3646,QUINCY,IL,62305,39.932998,-91.404334,,25,2172239694,private
00353974,WALTER LAWSON CHILDRENS HOME,1820 WALTER LAWSON DR,LOVES PARK,IL,61111,42.341150,-89.027351,,27,8156336636,private
00354082,WESTFAIR CHRISTIAN ACADEMY,14 CLARKE DR,JACKSONVILLE,IL,62650,39.736783,-90.265288,,82,2172437100,private
00354286,MARQUETTE MANOR BAPTIST ACADEMY,333 75TH ST,DOWNERS GROVE,IL,60516,41.749520,-87.992521,,138,6309645363,private
00354559,CALVARY ACADEMY,1730 W JEFFERSON ST,SPRINGFIELD,IL,62702,39.807300,-89.682831,,280,2175465987,private
00354774,IDA CROWN JEWISH ACADEMY,8233 CENTRAL PARK AVE,SKOKIE,IL,60076,42.031144,-87.716467,,212,7739731450,private
00354887,NORTHSHORE ADVENTIST ACADEMY,5220 N CALIFORNIA AVE,CHICAGO,IL,60625,41.976510,-87.699301,K-12,62,7737690733,private
00355166,GURNEE CHRISTIAN ACADEMY,2190 FULLER RD,GURNEE,IL,60031,42.392050,-87.930141,,84,3123420059,private
00421244,SCECINA MEMORIAL HIGH SCHOOL,5000 NOWLAND AVE,INDIANAPOLIS,IN,46201,39.787230,-86.085331,,445,3173566377,private
00421277,SETON CATHOLIC HIGH SCHOOL,233 S 5TH ST,RICHMOND,IN,47374,39.825000,-84.895381,,155,7659656956,private
00421903,RONCALLI HIGH SCHOOL,3300 PRAGUE RD,INDIANAPOLIS,IN,46227,39.690500,-86.107311,,1084,3177878277,private
00421914,OUR LADY OF PROVIDENCE HIGH SCHOOL,707 PROVIDENCE WAY,CLARKSVILLE,IN,47129,38.306270,-85.784241,,327,8129452538,private
00422077,CARDINAL RITTER HIGH SCHOOL,3360 W 30TH ST,INDIANAPOLIS,IN,46222,39.812550,-86.215591,,607,3179244333,private
00422113,OLDENBURG ACADEMY,1 TWISTER CIR,OLDENBURG,IN,47036,39.342613,-85.201152,,178,8129344440,private
00422306,REITZ MEMORIAL HIGH SCHOOL,1500 LINCOLN AVE,EVANSVILLE,IN,47714,37.971720,-87.536641,,556,8124764973,private
00422419,WASHINGTON CATHOLIC MIDDLE HIGH SCHOOL,201 NE 2ND ST,WASHINGTON,IN,47501,38.659070,-87.173581,,246,8122542050,private
00422576,MATER DEI HIGH SCHOOL,1300 HARMONY WAY,EVANSVILLE,IN,47720,37.988780,-87.616361,,496,8124262258,private
00422689,BISHOP DWENGER HIGH SCHOOL,1300 E WASHINGTON CENTER RD,FORT WAYNE,IN,46825,41.132900,-85.126101,,928,2604964707,private
00422703,BISHOP LUERS HIGH SCHOOL,333 E PAULDING RD,FORT WAYNE,IN,46816,41.032320,-85.135241,,481,1260456126,private
00422973,ST JOSEPH HIGH SCHOOL,453 N NOTRE DAME AVE,SOUTH BEND,IN,46617,41.681456,-86.239999,,806,5742336137,private
00423048,MARIAN HIGH SCHOOL,1311 S LOGAN ST,MISHAWAKA,IN,46544,41.650690,-86.196561,,692,5742595257,private
00423274,BISHOP NOLL INSTITUTE/CATHOLIC DIOECE OF GARY,1519 HOFFMAN ST,HAMMOND,IN,46327,41.627997,-87.491556,,481,2199329058,private
00423376,ANDREAN HIGH SCHOOL,5959 BROADWAY,MERRILLVILLE,IN,46410,41.510570,-87.332641,,409,2198875959,private
00423682,MARQUETTE CATHOLIC HIGH SCHOOL,306 W 10TH ST,MICHIGAN CITY,IN,46360,41.711030,-86.902711,,229,2198731325,private
00423944,CENTRAL CATHOLIC JR SR HIGH SCHOOL,2410 S 9TH ST,LAFAYETTE,IN,47909,40.392866,-86.887329,,445,7654742496,private
00424201,LUTHERAN HIGH SCHOOL OF INDIANAPOLIS,5555 S ARLINGTON AVE,INDIANAPOLIS,IN,46237,39.687510,-86.062351,,225,3177875474,private
00424835,CLINTON CHRISTIAN SCHOOL,61763 COUNTY ROAD 35,GOSHEN,IN,46528,41.598650,-85.734071,,179,5746423940,private
00424857,BETHANY CHRISTIAN SCHOOLS,2904 S MAIN ST,GOSHEN,IN,46526,41.545710,-85.827191,,276,5745342567,private
00425136,EVANSVILLE DAY SCHOOL,3400 N GREEN RIVER RD,EVANSVILLE,IN,47715,38.010710,-87.495581,,245,8124763039,private
00425147,TABERNACLE CHRISTIAN SCHOOL,2189 BURTON LN,MARTINSVILLE,IN,46151,39.406180,-86.435441,,404,7653495950,private
00425158,COVENANT CHRISTIAN SCHOOL,4000 E MOORES CREEK RD,BLOOMINGTON,IN,47401,39.119488,-86.485750,,141,8122878833,private
00425191,BETHESDA CHRISTIAN SCHOOLS,7858 N COUNTY ROAD 650 E,BROWNSBURG,IN,46112,39.877953,-86.412393,,343,3178582823,private
00425329,COLUMBUS CHRISTIAN SCHOOL,3170 INDIANA AVE,COLUMBUS,IN,47201,39.198700,-85.886221,,228,8123723780,private
00425362,ELKHART CHRISTIAN ACADEMY,25943 COUNTY ROAD 22,ELKHART,IN,46517,41.638000,-85.959831,,517,5742931609,private
00425373,EVANSVILLE CHRISTIAN SCHOOL,10644 LINCOLN AVE,NEWBURGH,IN,47630,37.971129,-87.442556,,891,8124777777,private
00425409,HOLY CROSS SCHOOL,6401 S US HIGHWAY 41,TERRE HAUTE,IN,47802,39.389130,-87.397151,,86,8122983077,private
00425497,HARMONY SCHOOL,PO BOX 1787,BLOOMINGTON,IN,47402,39.161650,-86.521441,,140,8123348349,private
00425533,HERITAGE CHRISTIAN SCHOOL,6401 E 75TH ST,INDIANAPOLIS,IN,46250,39.888870,-86.057191,,1361,3178493441,private
00425624,LIBERTY CHRISTIAN SCHOOL,2323 COLUMBUS AVE,ANDERSON,IN,46016,40.092640,-85.667361,,200,7656447774,private
00425668,MOORESVILLE CHRISTIAN ACADEMY,4271 E STATE ROAD 144,MOORESVILLE,IN,46158,39.597670,-86.351621,,334,3178310799,private
00425828,UNION BIBLE ACADEMY,PO BOX 900,WESTFIELD,IN,46074,40.038560,-86.126891,,72,3178969324,private
00425839,UNITED CHRISTIAN SCHOOL,29522 COUNTY ROAD 52,NAPPANEE,IN,46550,41.456590,-86.031211,,87,5747737505,private
00425996,GRANGER CHRISTIAN SCHOOL,52025 GUMWOOD RD,GRANGER,IN,46530,41.736910,-86.180351,,166,5742725815,private
00426107,HARRISON CHRISTIAN SCHOOL,64784 COUNTY ROAD 11,GOSHEN,IN,46526,41.554010,-85.943011,,131,5748622515,private
00426195,CENTRAL CHRISTIAN ACADEMY,2565 VILLA AVE,INDIANAPOLIS,IN,46203,39.731020,-86.124211,,188,3177881587,private
00426901,INDIANA ACADEMY,24815 STATE ROAD 19,CICERO,IN,46034,40.148268,-86.011180,,97,3179843575,private
00456798,BECKMAN CATHOLIC JR-SR HIGH SCHOOL,1325 9TH ST SE,DYERSVILLE,IA,52040,42.473890,-91.114041,,375,5638757188,private
00457066,NEWMAN CATHOLIC,2445 19TH ST SW,MASON CITY,IA,50401,43.132882,-93.237983,,554,6414236939,private
00457146,COLUMBUS CATHOLIC HIGH SCHOOL,3231 W 9TH ST,WATERLOO,IA,50702,42.464324,-92.342683,,247,3192321422,private
00457532,MARQUETTE CATHOLIC SCHOOLS PK-12,502 FRANKLIN ST,BELLEVUE,IA,52031,42.259620,-90.429151,,215,5638723356,private
00457678,REGINA CATHOLIC EDUCATION CENTER,2150 ROCHESTER AVE,IOWA CITY,IA,52245,41.666845,-91.504237,,831,3194999020,private
00457689,HOLY TRINITY CATHOLIC SCHOOLS,2600 AVE A,FORT MADISON,IA,52627,40.636817,-91.343096,,306,3193722486,private
00458139,DOWLING CATHOLIC HIGH SCHOOL,1400 BUFFALO RD,WEST DES MOINES,IA,50265,41.596040,-93.723491,,1389,5152221015,private
00458219,ST ALBERT CATHOLIC,400 GLEASON AVE,COUNCIL BLUFFS,IA,51503,41.261040,-95.821101,,556,7123282316,private
00458514,ST EDMOND CATHOLIC SCHOOL,2220 4TH AVE N,FORT DODGE,IA,50501,42.511508,-94.167253,,548,5155765182,private
00458569,ST MARY'S SCHOOL,PO BOX 500,REMSEN,IA,51050,42.810264,-95.968380,,187,7127861433,private
00458864,KUEMPER CATHOLIC GRADE SCHOOL,201 S CLARK ST,CARROLL,IA,51401,42.058426,-94.866834,,1066,7127923610,private
00458955,BISHOP GARRIGAN CAMPUS,1224 N MCCOY ST,ALGONA,IA,50511,43.079700,-94.212141,,307,5152953521,private
00458988,SCATTERGOOD FRIENDS SCHOOL,1951 DELTA AVE,WEST BRANCH,IA,52358,41.663650,-91.310051,,45,3195191860,private
00459303,SCARVILLE LUTHERAN SCHOOL,PO BOX 20,SCARVILLE,IA,50473,43.473009,-93.618716,,22,6415683372,private
00459391,RIVERMONT COLLEGIATE,1821 SUNSET DR,BETTENDORF,IA,52722,41.529310,-90.506251,,177,5633591366,private
00459405,HILLCREST ACADEMY,1421 540TH ST SW,KALONA,IA,52247,41.540294,-91.789078,,64,3196562073,private
00459529,WESTERN CHRISTIAN HIGH SCHOOL,PO BOX 658,HULL,IA,51239,43.193850,-96.133641,,285,7124391013,private
00459584,UNITY CHRISTIAN HIGH SCHOOL,216 MICHIGAN AVE SW,ORANGE CITY,IA,51041,43.003810,-96.072631,,312,7127374114,private
00459697,PELLA CHRISTIAN HIGH SCHOOL,300 EAGLE LN,PELLA,IA,50219,41.392626,-92.889340,,253,6416284440,private
00459733,WATERLOO CHRISTIAN SCHOOL,1307 W RIDGEWAY AVE,WATERLOO,IA,50701,42.468310,-92.377341,,241,3192359309,private
00459799,SIOUXLAND CHRISTIAN SCHOOL,6000 GORDON DR,SIOUX CITY,IA,51106,42.474964,-96.329020,,281,7122764732,private
00459948,CEDAR VALLEY CHRISTIAN SCHOOL,3636 COTTAGE GROVE AVE SE,CEDAR RAPIDS,IA,52403,41.995582,-91.615477,,133,3193667462,private
00488618,ST THOMAS AQUINAS HIGH SCHOOL,11411 PFLUMM RD,OVERLAND PARK,KS,66215,38.922160,-94.741101,,880,9133451411,private
00488775,HAYDEN CATHOLIC HIGH SCHOOL,401 SW GAGE BLVD,TOPEKA,KS,66606,39.062680,-95.727441,,335,7852725210,private
00488811,BISHOP WARD HIGH SCHOOL,708 N 18TH ST,KANSAS CITY,KS,66102,39.113070,-94.650291,,309,9133711201,private
00488822,BISHOP MIEGE HIGH SCHOOL,5041 REINHARDT DR,SHAWNEE MISSION,KS,66205,39.035460,-94.625021,,665,9132622700,private
00489247,ST XAVIER CATHOLIC SCHOOL,200 N WASHINGTON ST,JUNCTION CITY,KS,66441,39.024294,-96.830168,,131,7852382841,private
00489291,THOMAS MORE PREP-MARIAN HIGH,1701 HALL ST,HAYS,KS,67601,38.881426,-99.339559,,271,7856256577,private
00489305,TIPTON CATHOLIC HIGH SCHOOL,PO BOX 146,TIPTON,KS,67485,39.338037,-98.468561,,15,7853735835,private
00489316,SACRED HEART JR-SR HIGH SCHOOL,234 E CLOUD ST,SALINA,KS,67401,38.809855,-97.605790,,178,7858274422,private
00489462,ST JOHN'S GRADE SCHOOL,712 E MAIN ST,BELOIT,KS,67420,39.458811,-98.101886,,183,7857383941,private
00489473,ST JOHN'S CATHOLIC SCHOOL,209 S CHERRY ST,BELOIT,KS,67420,39.457690,-98.101071,,182,7857382942,private
00489531,KAPAUN MT CARMEL CATHOLIC HIGH SCHOOL,8506 E CENTRAL AVE,WICHITA,KS,67206,37.695690,-97.238451,,906,3166340315,private
00489575,BISHOP CARROLL CATHOLIC HIGH SCHOOL,8101 W CENTRAL AVE,WICHITA,KS,67212,37.692700,-97.437621,,1169,3167222390,private
00489611,ST MARYS COLGAN ELEMENTARY AND JR/SR HIGH SCHOOL,212 E 9TH ST,PITTSBURG,KS,66762,37.415660,-94.702511,,200,6202314690,private
00489655,TRINITY CATHOLIC JR/SR HIGH SCHOOL,1400 E 17TH AVE,HUTCHINSON,KS,67501,38.074060,-97.902611,,225,6206625800,private
00490015,HERITAGE CHRISTIAN ACADEMY,16000 S BLACKBOB RD,OLATHE,KS,66062,38.838465,-94.762517,,586,9137823262,private
00490161,BEREAN ACADEMY,PO BOX 70,ELBING,KS,67041,38.050360,-97.127261,,322,3167992211,private
00490332,WICHITA COLLEGIATE SCHOOL,9115 E 13TH ST N,WICHITA,KS,67206,37.707080,-97.231461,,746,3166340433,private
00490387,LAKEMARY CENTER,100 LAKEMARY DR,PAOLA,KS,66071,38.568846,-94.860250,,83,9132597167,private
00490412,HYMAN BRAND HEBREW ACADEMY,5801 W 115TH ST,OVERLAND PARK,KS,66211,38.918210,-94.652681,,199,9133278153,private
00490445,CENTRAL CHRISTIAN SCHOOLS,1910 E 30TH AVE,HUTCHINSON,KS,67502,38.088360,-97.887711,,182,6206632174,private
00490638,MIDLAND ADVENTIST ACADEMY,6915 MAURER RD,SHAWNEE,KS,66217,39.002330,-94.769031,,110,9132687400,private
00490671,WICHITA ADVENTIST CHRISTIAN ACADEMY,2725 S OSAGE AVE,WICHITA,KS,67217,37.645127,-97.349030,,56,3162679472,private
00513974,MERCY ACADEMY,5801 FEGENBUSH LN,LOUISVILLE,KY,40228,38.166878,-85.639219,,508,5026712010,private
00514049,PRESENTATION ACADEMY,861 S 4TH ST,LOUISVILLE,KY,40203,38.242110,-85.758731,,165,5025835935,private
00514311,DE SALES HIGH SCHOOL,425 W KENWOOD DR,LOUISVILLE,KY,40214,38.162310,-85.774301,,350,5023686519,private
00514344,HOLY CROSS HIGH SCHOOL/DIOCESE,5144 DIXIE HWY,LOUISVILLE,KY,40216,38.165210,-85.832621,,240,5024474363,private
00514355,ASSUMPTION HIGH SCHOOL,2170 TYLER LN,LOUISVILLE,KY,40205,38.217237,-85.677472,,874,5024589551,private
00514526,BETHLEHEM HIGH SCHOOL/DIOCESE,309 W STEPHEN FOSTER AVE,BARDSTOWN,KY,40004,37.809223,-85.471585,,279,5028273431,private
00514537,TRINITY HIGH SCHOOL,4011 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.253468,-85.651322,,1192,5028959427,private
00515224,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,LEXINGTON,KY,40503,38.017150,-84.534271,,724,8592777183,private
00515279,ST PATRICK SCHOOL,318 LIMESTONE ST,MAYSVILLE,KY,41056,38.645164,-83.763470,,197,6065645949,private
00515359,NEWPORT CENTRAL CATHOLIC HIGH SCHOOL,13 CAROTHERS RD,NEWPORT,KY,41071,39.086510,-84.483101,,227,8592920001,private
00515596,ST HENRY DISTRICT HIGH SCHOOL,3755 SCHEBEN DR,ERLANGER,KY,41018,39.034950,-84.623281,,450,8595250255,private
00515734,NOTRE DAME ACADEMY,1699 HILTON DR,PARK HILLS,KY,41011,39.061911,-84.532213,,528,8592921846,private
00515767,COVINGTON LATIN SCHOOL,21 E 11TH ST,COVINGTON,KY,41011,39.078710,-84.508051,,198,8592917044,private
00515778,COVINGTON CATHOLIC HIGH SCHOOL,1600 DIXIE HWY,PARK HILLS,KY,41011,39.066791,-84.532839,,503,8592405441,private
00515891,HOLY FAMILY SCHOOL,932 WINCHESTER AVE,ASHLAND,KY,41101,38.481880,-82.647261,,130,1606324704,private
00515916,BISHOP BROSSART HIGH SCHOOL,4 GROVE ST,ALEXANDRIA,KY,41001,38.960700,-84.390861,,301,8596352108,private
00516126,OWENSBORO CATHOLIC MIDDLE SCHOOL,2540 CHRISTIE PL,OWENSBORO,KY,42301,37.746446,-87.134227,10-12,193,2706830480,private
00516148,OWENSBORO CATHOLIC HIGH SCHOOL,1524 W PARRISH AVE,OWENSBORO,KY,42301,37.759120,-87.127831,,423,2706843215,private
00516352,TRINITY HIGH SCHOOL,10510 MAIN CROSS ST,WHITESVILLE,KY,42378,37.681002,-86.870813,,101,2702335533,private
00516421,ST MARY SCHOOL SYSTEM,1243 ELMDALE RD,PADUCAH,KY,42003,37.050834,-88.645043,,335,2704421681,private
00516476,"ST FRANCIS SCHOOL, GOSHEN CAMPUS",11000 W HWY 42,GOSHEN,KY,40026,38.409006,-85.559405,,399,5027361037,private
00516658,OAKDALE CHRISTIAN ACADEMY,5801 BEATTYVILLE RD,JACKSON,KY,41339,37.547247,-83.500714,,53,6066662169,private
00516669,WALDEN SCHOOL CORPORATION,4238 WESTPORT RD,LOUISVILLE,KY,40207,38.261050,-85.637571,,280,5028930433,private
00516782,LONDON CHRISTIAN ACADEMY,1505 S MAIN ST,LONDON,KY,40741,37.110380,-84.075611,,67,6068644861,private
00516909,RIVERSIDE CHRISTIAN TRAINING SCHOOL,PO BOX 1,LOST CREEK,KY,41348,37.479628,-83.326229,,72,6066662359,private
00516975,WHITEFIELD ACADEMY,7711 FEGENBUSH LN,LOUISVILLE,KY,40228,38.141530,-85.616811,,500,5024396815,private
00517061,EVANGEL CHRISTIAN SCHOOL,3728 TAYLORSVILLE RD,LOUISVILLE,KY,40020,38.220300,-85.642650,,104,5029687744,private
00517072,ACADEMY FOR INDIVIDUAL EXCELLENCE,3101 BLUEBIRD LN,LOUISVILLE,KY,40299,38.198960,-85.562391,,321,5022676187,private
00517185,BETH HAVEN CHRISTIAN SCHOOL,5515 JOHNSONTOWN RD,LOUISVILLE,KY,40272,38.122120,-85.871891,,178,5029373516,private
00517243,UNIVERSITY HEIGHTS ACADEMY,1300 ACADEMY DR,HOPKINSVILLE,KY,42240,36.890040,-87.497511,,399,2708860254,private
00517265,FAITH HILLS CHRISTIAN SCHOOL,182 FAITH HILLS CHURCH RD,CROCKETT,KY,41413,37.982719,-83.086954,4-12,31,6063593796,private
00517287,SALINE CHRISTIAN ACADEMY,2685 W HWY 80,SOMERSET,KY,42503,37.083870,-84.662939,,62,6066799265,private
00517298,FRANKLIN MENNONITE SCHOOL,102 MENNONITE CHURCH RD,FRANKLIN,KY,42134,36.774166,-86.702070,1-12,20,2708894965,private
00517436,RED BIRD CHRISTIAN SCHO,15420 HWY 66,BEVERLY,KY,40913,37.015823,-83.527337,,137,6065982416,private
00537485,MOUNT CARMEL ACADEMY,7027 MILNE BLVD,NEW ORLEANS,LA,70124,30.018600,-90.110571,,1197,5042887626,private
00537758,ST MARYS DOMINICAN HIGH SCHOOL,7701 WALMSLEY AVE,NEW ORLEANS,LA,70125,29.956555,-90.114043,,891,5048659401,private
00537907,URSULINE ACADEMY HIGH SCHOOL,2635 STATE ST,NEW ORLEANS,LA,70118,29.941117,-90.113694,,469,5048619150,private
00538183,ARCHBISHOP CHAPELLE HIGH SCHOOL,8800 VETERANS MEMORIAL BLVD,METAIRIE,LA,70003,30.003540,-90.222571,,588,5044673105,private
00538343,ST SCHOLASTICA ACADEMY,122 S MASSACHUSETTS ST,COVINGTON,LA,70433,30.474240,-90.098549,,539,9858922540,private
00538514,ST MICHAEL SPECIAL SCHOOL,1522 CHIPPEWA ST,NEW ORLEANS,LA,70130,29.932970,-90.068311,PK-PK,154,5045247285,private
00538773,LOYOLA COLLEGE PREPARATORY HIGH SCHOOL,921 JORDAN ST,SHREVEPORT,LA,71101,32.498000,-93.749601,,376,3182212675,private
00539788,ST EDMUND CATHOLIC SCHOOL,351 W MAGNOLIA AVE,EUNICE,LA,70535,30.498344,-92.417911,,364,3374573777,private
00539981,TEURLINGS CATHOLIC HIGH SCHOOL,139 TEURLINGS DR,LAFAYETTE,LA,70501,30.240340,-91.989841,,781,3373235571,private
00540057,CATHOLIC HIGH SCHOOL,1301 DELASALLE DR,NEW IBERIA,LA,70560,29.988609,-91.832004,,613,3373645116,private
00540181,HANSON MEMORIAL HIGH SCHOOL,903 ANDERSON ST,FRANKLIN,LA,70538,29.793944,-91.508255,,137,3378283487,private
00540261,OPELOUSAS CATHOLIC SCHOOL,428 E PRUDHOMME ST,OPELOUSAS,LA,70570,30.543520,-92.076921,,547,3379425404,private
00540465,CENTRAL CATHOLIC  SCHOOL,2100 CEDAR ST UNIT 1,MORGAN CITY,LA,70380,29.713080,-91.206067,,216,9853855372,private
00540534,EPISCOPAL HIGH SCHOOL,3200 WOODLAND RIDGE BLVD,BATON ROUGE,LA,70816,30.423340,-91.036581,,893,2257533180,private
00540636,CEDAR CREEK SCHOOL,2400 CEDAR CREEK DR,RUSTON,LA,71270,32.555142,-92.619305,,636,3182557707,private
00540749,SILLIMAN INSTITUTE,PO BOX 946,CLINTON,LA,70722,30.858850,-91.020021,,510,1225276718,private
00540818,LUTHERAN HIGH SCHOOL OF GREATER NEW ORLEANS,3864 17TH ST,METAIRIE,LA,70002,30.008190,-90.172231,,64,4554062398,private
00541061,GLENBROOK SCHOOL,1674 COUNTRY CLUB CIR,MINDEN,LA,71055,32.641564,-93.294550,,383,3183772135,private
00541094,LOUISE S MCGEHEE SCHOOL,2343 PRYTANIA ST,NEW ORLEANS,LA,70130,29.931990,-90.081681,,443,5045611224,private
00541152,ALEXANDRIA COUNTRY DAY SCHOOL,5603 BAYOU RAPIDES RD,ALEXANDRIA,LA,71303,31.303800,-92.501741,,497,3184483699,private
00541232,METAIRIE PARK COUNTRY DAY SCHOOL,300 PARK RD,METAIRIE,LA,70005,29.982992,-90.131670,,700,5048493100,private
00541527,OAK FOREST ACADEMY,600 WALNUT ST,AMITE,LA,70422,30.734012,-90.519313,,676,9857484321,private
00541607,PRAIRIE VIEW ACADEMY,9942 EDWIN ST,BASTROP,LA,71220,32.779935,-91.878551,,245,3182817044,private
00541662,RIDGEWOOD PREPARATORY SCHOOL,201 PASADENA AVE,METAIRIE,LA,70001,29.976210,-90.173141,,138,5048352545,private
00541684,RIVERSIDE ACADEMY,332 RAILROAD AVE,RESERVE,LA,70084,30.062144,-90.561387,,456,9855364246,private
00541877,TENSAS ACADEMY,PO BOX 555,SAINT JOSEPH,LA,71366,31.929953,-91.246916,,128,3187664384,private
00542098,CENTRAL PRIVATE SCHOOL,12801 CENTERRA CT,BAKER,LA,70714,30.566300,-91.060391,,461,2252613341,private
00542123,CALVARY BAPTIST ACADEMY,9333 LINWOOD AVE,SHREVEPORT,LA,71106,32.403760,-93.761111,,852,3186874923,private
00542291,RIVER OAKS SCHOOL,600 FINKS HIDEAWAY RD,MONROE,LA,71203,32.566650,-92.062111,,226,3183434185,private
00542316,BETHEL CHRISTIAN SCHOOL,2901 WINONA DR,RUSTON,LA,71270,32.498210,-92.641701,,53,3182551112,private
00542338,FRANKLIN ACADEMY,2110 LOOP RD,WINNSBORO,LA,71295,32.156310,-91.706257,,217,3184359520,private
00542371,CLAIBORNE ACADEMY,6741 HWY 79,HAYNESVILLE,LA,71038,32.863091,-93.080545,,179,3189272747,private
00542382,RIVERDALE ACADEMY,100 RIVERDALE RD,COUSHATTA,LA,71019,32.163810,-93.429381,,184,3189325876,private
00542418,BISHOP NOLAND EPISCOPAL DAY SCHOOL,803 DIVISION ST,LAKE CHARLES,LA,70601,30.230880,-93.209001,,305,3374335246,private
00542462,BOWLING GREEN SCHOOL,700 VARNADO ST,FRANKLINTON,LA,70438,30.838519,-90.157033,,435,9858395317,private
00542622,HOPE BAPTIST SCHOOL,7921 HWY 28 W,ALEXANDRIA,LA,71303,31.295060,-92.538991,,24,3184450292,private
00563278,CHEVERUS HIGH SCHOOL,267 OCEAN AVE,PORTLAND,ME,04103,43.679842,-70.277444,,373,2077746238,private
00563336,LEE ACADEMY,26 WINN RD,LEE,ME,04455,45.361840,-68.285961,,162,2077382252,private
00563391,FORESTDALE CHRISTIAN SCHOOL,27 PERKINS VALLEY RD,BRYANT POND,ME,04219,44.361549,-70.552709,,23,2076742934,private
