ncessId,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
080333000300,North Fork High School,438 BULLDOG ST,HOTCHKISS,CO,81419,38.7893,-107.6995,9-12,296,(970)872-3882,public
080333001335,Cedaredge High School,575 SE DEER CREEK DR,CEDAREDGE,CO,81413,38.8945,-107.9194,9-12,296,(970)856-6882,public
080333006839,Delta Online Learning Academy,1080 PIONEER ROAD,DELTA,CO,81416,38.732751,-108.049716,6-12,14,(970)874-6505,public
080336000305,Abraham Lincoln High School,2285 SOUTH FEDERAL BOULEVARD,DENVER,CO,80219,39.6761,-105.0265,9-12,986,(720)423-5000,public
080336000322,Career Education Center Early College,2650 ELIOT STREET,DENVER,CO,80211,39.7553,-105.0227,9-12,480,(720)423-6600,public
080336000338,East High School,1600 CITY PARK ESPLANADE,DENVER,CO,80206,39.7416,-104.9557,9-12,2505,(720)423-8300,public
080336000352,George Washington High School,655 SOUTH MONACO PKWY,DENVER,CO,80224,39.7057,-104.9149,9-12,1270,(720)423-8600,public
080336000367,John F Kennedy High School,2855 SOUTH LAMAR STREET,DENVER,CO,80227,39.6626,-105.0683,9-12,789,(720)423-4300,public
080336000389,North High School,2960 NORTH SPEER BOULEVARD,DENVER,CO,80211,39.7605,-105.0222,9-12,1637,(720)423-2700,public
080336000408,South High School,1700 EAST LOUISIANA AVENUE,DENVER,CO,80210,39.6922,-104.9662,9-12,1844,(720)423-6000,public
080336000417,Thomas Jefferson High School,3950 SOUTH HOLLY STREET,DENVER,CO,80237,39.6466,-104.9214,9-12,1329,(720)423-7000,public
080336001406,Dr. Martin Luther King Jr. Early College,19535 EAST 46TH AVENUE,DENVER,CO,80249,39.781,-104.7602,6-12,1062,(720)424-0420,public
080336001574,Denver School of the Arts,7111 MONTVIEW BLVD,DENVER,CO,80220,39.7481,-104.9052,6-12,1058,(720)424-1700,public
080336001833,DSST: Montview High School,2000 VALENTIA STREET,DENVER,CO,80238,39.7479,-104.8908,9-12,570,(303)320-5570,charter
080336001869,Bruce Randolph School,3955 STEELE STREET,DENVER,CO,80205,39.7721,-104.9513,6-12,703,(720)424-1080,public
080336001917,Denver Center for International Studies,574 WEST 6TH AVE,DENVER,CO,80204,39.7253,-104.9942,6-12,471,(720)423-9000,public
080336001955,Denver Online,4250 SHOSHONE ST,DENVER,CO,80211,39.775019,-105.009563,K-12,799,(720)424-8281,public
080336006328,Manual High School,1700 EAST 28TH AVENUE,DENVER,CO,80205,39.756508,-104.967138,9-12,323,(720)423-6300,public
080336006442,Kunsmiller Creative Arts Academy,2250 SOUTH QUITMAN WAY,DENVER,CO,80219,39.676,-105.0402,K-12,821,(720)424-0200,public
080336006448,KIPP Denver Collegiate High School,451 SOUTH TEJON STREET,DENVER,CO,80223,39.7089,-105.0114,9-12,477,(303)922-5324,charter
080336006450,DSST: Green Valley Ranch High School,4800 TELLURIDE STREET #2,DENVER,CO,80249,39.785096,-104.780352,9-12,565,(303)524-6300,charter
080336006527,Northeast Early College,11200 E 45TH AVE,DENVER,CO,80239,39.776116,-104.853395,9-12,561,(720)424-2450,public
080336006528,Montbello High School,5000 CROWN BLVD,DENVER,CO,80239,39.7872,-104.8279,9-12,1130,(720)423-5900,public
080336006543,STRIVE Prep - Smart Academy,3201 W. ARIZONA AVE,DENVER,CO,80219,39.6955,-105.0279,9-12,540,(303)962-9880,charter
080336006551,West High School,951 ELATI ST,DENVER,CO,80204,39.7311,-104.9947,9-12,637,(720)423-5300,public
080336006568,Denver Montessori Junior/Senior High School,4250 SHOSHONE STREET,DENVER,CO,80211,39.77501,-105.009658,7-12,187,(720)424-2600,public
080336006626,Girls Athletic Leadership School High School,750 GALAPAGO STREET,DENVER,CO,80204,39.72806,-104.995791,9-12,98,(303)282-6437,charter
080336006636,DSST: Cole High School,3240 HUMBOLDT STREET,DENVER,CO,80205,39.762606,-104.968967,9-12,308,(720)524-6354,charter
080336006640,Denver School of Innovation and Sustainable Design,840 E 14TH AVE,DENVER,CO,80218,39.737695,-104.97698,9-12,94,(720)424-2000,public
080336006658,DSST: College View High School,3111 WEST DARTMOUTH AVENUE,DENVER,CO,80236,39.660483,-105.027072,9-12,558,(303)524-6320,charter
080336006660,Northfield High School,5500 CENTRAL PARK BLVD,DENVER,CO,80238,39.797236,-104.883207,9-12,1872,(720)423-8000,public
080336006670,KIPP Northeast Denver Leadership Academy,18250 EAST 51ST AVENUE,DENVER,CO,80249,39.788033,-104.777516,9-12,560,(720)452-2570,charter
080336006684,DSST: Byers High School,150 SOUTH PEARL STREET,DENVER,CO,80209,39.71382,-104.979811,9-12,558,(303)524-6350,charter
080336006689,STRIVE Prep - Rise,18250 EAST 51ST AVENUE,DENVER,CO,80249,39.788033,-104.777516,9-12,524,(720)485-6393,charter
080336006730,DSST: Conservatory Green High School,5590 N CENTRAL PARK BLVD #4,DENVER,CO,80239,39.79796,-104.883429,9-12,574,(303)802-4127,charter
080336006756,5280 High School,1200 W MISSISSIPPI AVE,DENVER,CO,80223,39.69639,-105.001871,9-12,104,(720)919-1056,charter
080336006797,American Indian Academy of Denver,1862 W. MISSISSIPPI AVENUE,DENVER,CO,80223,39.697395,-105.010387,6-10,134,(720)919-7559,charter
080336006821,Robert F. Smith STEAM Academy,4501 AIRPORT WAY,DENVER,CO,80239,39.77577,-104.795793,9-10,137,(720)423-7260,public
080336006822,DSST: Elevate Northeast High School,10825 EAST 47TH AVE,DENVER,CO,80239,39.783294,-104.862096,9-10,305,(303)524-6355,charter
080339000432,Dolores Secondary School,1301 CENTRAL AVENUE,DOLORES,CO,81323,37.476195,-108.493537,9-12,172,(970)882-7288,public
080342000429,Dove Creek High School,525 NORTH MAIN STREET,DOVE CREEK,CO,81324,37.767571,-108.903406,6-12,139,(970)677-2237,public
080345000440,Douglas County High School,2842 FRONT STREET,CASTLE ROCK,CO,80104,39.3897,-104.8569,9-12,1758,(303)387-1000,public
080345001341,Ponderosa High School,7007 EAST BAYOU GULCH ROAD,PARKER,CO,80134,39.436,-104.7552,9-12,1402,(303)387-4000,public
080345001437,Highlands Ranch High School,9375 CRESTHILL LANE,HIGHLANDS RANCH,CO,80130,39.544968,-104.93267,9-12,1538,(303)387-2500,public
080345001529,Thunderridge High School,1991 WILDCAT RESERVE PARKWAY,HIGHLANDS RANCH,CO,80129,39.535,-105.0113,9-12,1881,(303)387-2000,public
080345001578,Chaparral High School,15655 BROOKSTONE DRIVE,PARKER,CO,80138,39.5407,-104.8083,9-12,2009,(303)387-3500,public
080345001748,Mountain Vista High School,10585 MOUNTAIN VISTA RIDGE,HIGHLANDS RANCH,CO,80126,39.5224,-104.9657,9-12,2259,(303)387-1500,public
080345001918,Castle View High School,5254 NORTH MEADOWS DR,CASTLE ROCK,CO,80109,39.4129,-104.8936,9-12,1990,(303)387-9000,public
080345001961,Rock Canyon High School,5810 MCARTHUR RANCH ROAD,HIGHLANDS RANCH,CO,80124,39.51972,-104.921341,9-12,2377,(303)387-3000,public
080345006372,eDCSD,373 INVERNESS PARKWAY STE 207,ENGLEWOOD,CO,80112,39.560351,-104.866969,9-12,67,(303)387-9600,public
080345006391,HOPE Online Learning Academy High School,9780 PYRAMID CT STE 100,ENGLEWOOD,CO,80112,39.538593,-104.865246,9-12,1361,(720)402-3000,charter
080345006400,Legend High School,22219 HILLTOP ROAD,PARKER,CO,80138,39.490917,-104.730763,9-12,2228,(303)387-4500,public
080345006455,Skyview Academy,6161 BUSINESS CENTER DRIVE,HIGHLANDS RANCH,CO,80124,39.56294,-104.917321,PK-12,1273,(303)471-8439,charter
080345006493,STEM School Highlands Ranch,8773 RIDGELINE DRIVE,HIGHLANDS RANCH,CO,80129,39.5559,-104.9979,K-12,1498,(303)683-7836,charter
080345006714,Renaissance Secondary School,3954 TRAIL BOSS LANE,CASTLE ROCK,CO,80104,39.401102,-104.856405,6-12,347,(720)689-6120,charter
080348000448,Durango High School,2390 MAIN AVENUE,DURANGO,CO,81301,37.2888,-107.8731,9-12,1369,(970)259-1630,public
080348006696,Colorado Connections Academy @ Durango,150 TECH CENTER DRIVE,DURANGO,CO,81301,37.27242,-107.893051,K-12,964,(970)247-5411,public
080351000459,Eads High School,210 WEST 10 STREET,EADS,CO,81036,38.483421,-102.783646,9-12,44,(719)438-2214,public
080354000461,Battle Mountain High School,151 MILLER RANCH ROAD,EDWARDS,CO,81620,39.645155,-106.583063,9-12,904,(970)328-2930,public
080354000463,Eagle Valley High School,641 VALLEY ROAD,GYPSUM,CO,81637,39.6432,-106.9477,9-12,1051,(970)328-8960,public
080354006533,World Academy High School,948 CHAMBERS AVENUE,EAGLE,CO,81631,39.655374,-106.828206,9-12,40,(970)328-9072,public
080354006707,Battle Mountain Early College High School,151 MILLER RANCH ROAD,EDWARDS,CO,81632,39.646049,-106.588038,9-12,4,(970)328-2930,public
080360000476,Eaton High School,1661 COLLINS STREET,EATON,CO,80615,40.525142,-104.733867,9-12,586,(970)454-3374,public
080363001278,Edison Junior-Senior High School,14550 EDISON ROAD,YODER,CO,80864,38.619599,-104.165516,6-12,22,(719)478-2125,public
080363006648,Edison Prep,14550 EDISON ROAD,YODER,CO,80864,38.619599,-104.165516,9-12,15,(719)478-2125,public
080369000481,Elbert Junior-Senior High School,24489 MAIN STREET,ELBERT,CO,80106,39.224761,-104.538228,6-12,140,(303)648-3030,public
080372000483,Elizabeth High School,34500 COUNTY ROAD 13,ELIZABETH,CO,80107,39.369284,-104.604598,9-12,679,(303)646-4616,public
080375000485,Ellicott Senior High School,375 SOUTH ELLICOTT HIGHWAY,ELLICOTT,CO,80808,38.8265,-104.3863,9-12,265,(719)683-2700,public
080378000491,Englewood High School,3800 S LOGAN ST,ENGLEWOOD,CO,80113,39.647052,-104.981934,9-12,561,(303)806-2200,public
080381000500,Estes Park High School,1600 MANFORD AVENUE,ESTES PARK,CO,80517,40.3697,-105.4952,9-12,323,(970)586-5321,public
080384000501,Lake George Charter School,38874 US HWY 24,LAKE GEORGE,CO,80827,38.973878,-105.354048,PK-12,142,(719)748-3911,charter
080384000503,South Park High School,640 HATHAWAY STREET,FAIRPLAY,CO,80440,39.22451,-105.999346,9-12,124,(719)836-4410,public
080387000507,Falcon High School,10255 LAMBERT ROAD,PEYTON,CO,80831,38.979738,-104.575919,9-12,1248,(719)495-5522,public
080387001594,Sand Creek High School,7005 NORTH CAREFREE CIRCLE,COLORADO SPRINGS,CO,80922,38.8855,-104.6982,9-12,1307,(719)495-1160,public
080387002027,Banning Lewis Ranch Academy,7094 COTTONWOOD TREE DRIVE,COLORADO SPRINGS,CO,80927,38.933638,-104.675167,K-12,1600,(719)570-0075,charter
080387006408,Vista Ridge High School,6888 BLACK FOREST ROAD,COLORADO SPRINGS,CO,80923,38.931802,-104.703181,9-12,1587,(719)494-8800,public
080387006462,Springs Studio for Academic Excellence,6113 CONSTITUTION AVE,COLORADO SPRINGS,CO,80915,38.869307,-104.713611,K-12,433,(719)494-8940,public
080387006693,Power Technical Early College,2525 CANADA DRIVE,COLORADO SPRINGS,CO,80922,38.868827,-104.698267,6-12,367,(719)302-9025,charter
080387006694,Pikes Peak Early College,6113 CONSTITUTION AVE,COLORADO SPRINGS,CO,80915,38.869307,-104.713611,9-12,169,(719)494-8941,public
080387006744,Liberty Tree Academy,8579 EASTONVILLE ROAD,FALCON,CO,80831,38.95969,-104.586478,K-12,689,(719)338-6470,charter
080393000512,Fleming High School,506 NORTH FREMONT AVE,FLEMING,CO,80728,40.684921,-102.841982,7-12,90,(970)265-2022,public
080396000514,Florence Jr./Sr. High School,2006 STATE HIGHWAY 67,FLORENCE,CO,81226,38.407391,-105.111192,7-12,585,(719)784-6414,public
080399000528,Fort Collins High School,3400 LAMBKIN WAY,FORT COLLINS,CO,80525,40.5403,-105.0363,9-12,1903,(970)488-8021,public
080399000541,Poudre High School,201 IMPALA DRIVE,FORT COLLINS,CO,80521,40.5866,-105.1215,9-12,1663,(970)488-6000,public
080399000545,Rocky Mountain High School,1300 WEST SWALLOW ROAD,FORT COLLINS,CO,80526,40.5473,-105.0996,9-12,2069,(970)488-7023,public
080399000551,Wellington Middle-High School,4001 WILSON AVENUE,WELLINGTON,CO,80549,40.7086,-105.002,6-10,857,(970)488-6600,public
080399001608,Liberty Common Charter School,1725 SHARP POINT DRIVE,FORT COLLINS,CO,80525,40.5638,-105.0306,K-12,1359,(970)482-9800,charter
080399001717,Ridgeview Classical Schools,1800 SOUTH LEMAY AVENUE,FORT COLLINS,CO,80525,40.5628,-105.0573,K-12,729,(970)494-4620,charter
080399001848,Fossil Ridge High School,5400 ZIEGLER ROAD,FORT COLLINS,CO,80528,40.5146,-105.0156,9-12,2053,(970)488-6260,public
080399006431,PSD Global Academy,703 EAST PROSPECT ROAD,FORT COLLINS,CO,80521,40.566564,-105.066913,K-12,306,(970)490-3086,public
080399006762,Compass Community Collaborative School,2105 SOUTH COLLEGE AVENUE,FORT COLLINS,CO,80525,40.560206,-105.078319,6-12,174,(970)372-4242,charter
080399006866,Timnath Middle-High School,4700 EAST PROSPECT ROAD,TIMNATH,CO,80535,40.568597,-104.989396,6-10,1024,(970)419-3400,public
080402000552,Fort Lupton High School,530 REYNOLDS STREET,FORT LUPTON,CO,80621,40.0756,-104.8117,9-12,763,(303)857-7100,public
080405000557,Fort Morgan High School,709 EAST RIVERVIEW AVENUE,FORT MORGAN,CO,80701,40.2619,-103.7934,9-12,905,(970)867-5648,public
080408000562,Fountain-Fort Carson High School,900 JIMMY CAMP ROAD,FOUNTAIN,CO,80817,38.6738,-104.683,9-12,2040,(719)382-1640,public
080411000568,Fowler High School,600 WEST GRANT,FOWLER,CO,81039,38.127589,-104.030107,9-12,104,(719)263-4279,public
080414000572,Sierra Grande K-12 School,17523 EAST HIGHWAY 160,BLANCA,CO,81123,37.431201,-105.456399,PK-12,289,(719)379-3257,public
080420000580,Valley High School,1001 BIRCH STREET,GILCREST,CO,80623,40.2855,-104.7782,9-12,530,(970)350-4201,public
080423001298,Gilpin County Undivided High School,10595 HIGHWAY 119,BLACK HAWK,CO,80403,39.833334,-105.520283,6-12,209,(303)582-3444,public
080426000584,Basalt High School,600 SOUTHSIDE DRIVE,BASALT,CO,81621,39.3563,-107.0387,9-12,455,(970)384-5959,public
080426000588,Glenwood Springs High School,1521 GRAND AVENUE,GLENWOOD SPRINGS,CO,81601,39.538029,-107.326108,9-12,1002,(970)384-5555,public
080426000590,Roaring Fork High School,2270 HIGHWAY 133,CARBONDALE,CO,81623,39.388071,-107.203967,9-12,427,(970)384-5757,public
080429000593,Granada Undivided High School,201 SOUTH HOISINGTON STREET,GRANADA,CO,81041,38.059709,-102.305506,7-12,94,(719)734-5492,public
080432000596,Middle Park High School,765 NORTH 2ND STREET,GRANBY,CO,80446,40.0923,-105.9401,9-12,406,(970)887-2104,public
080435000600,Central High School,3130 E1/2 ROAD,GRAND JUNCTION,CO,81504,39.0874,-108.4728,9-12,1613,(970)254-6200,public
080435000609,Fruita Monument High School,1102 WILDCAT AVE,FRUITA,CO,81521,39.148547,-108.717315,10-12,1304,(970)254-6600,public
080435000611,Gateway School,42575 HIGHWAY 141,GATEWAY,CO,81522,38.682672,-108.971478,PK-12,21,(970)254-7080,public
080435000612,Grand Junction High School,1400 N 5TH ST,GRAND JUNCTION,CO,81501,39.0803,-108.5635,9-12,1522,(970)254-6900,public
080435000620,Palisade High School,3679 G ROAD,PALISADE,CO,81526,39.1051,-108.3701,9-12,1125,(970)254-4800,public
080435002020,Fruita 8/9 School,1835 J ROAD,FRUITA,CO,81521,39.148485,-108.711952,8-9,704,(970)254-6720,public
080435006384,Mesa Valley Community School,609 25 ROAD,GRAND JUNCTION,CO,81505,39.093415,-108.591688,K-12,204,(970)254-7202,charter
080435006498,Grand River Academy,600 N 14TH ST,GRAND JUNCTION,CO,81501,39.072691,-108.548628,K-12,508,(970)254-5343,public
080438000631,Grand Valley High School,800 CARDINAL WAY,PARACHUTE,CO,81635,39.4417,-108.058,9-12,317,(970)285-5705,public
080441000640,Greeley West High School,2401 35TH AVENUE,GREELEY,CO,80634,40.400598,-104.736379,9-12,1885,(970)348-5400,public
080441000641,Greeley Central High School,1515  14TH AVENUE,GREELEY,CO,80631,40.414998,-104.703312,9-12,1484,(970)348-5000,public
080441001614,Frontier Charter Academy,2560 WEST 29TH STREET,GREELEY,CO,80634,40.390145,-104.723312,K-12,1423,(970)330-1780,charter
080441001615,Union Colony Preparatory School,2000 CLUBHOUSE DRIVE,GREELEY,CO,80634,40.406658,-104.767602,6-12,364,(970)673-4546,charter
080441001696,University Schools,6525 18TH STREET,GREELEY,CO,80634,40.4115,-104.7881,K-12,1771,(970)330-2221,charter
080441001788,Northridge High School,100 71ST AVENUE,GREELEY,CO,80634,40.4335,-104.7908,9-12,1253,(970)348-5200,public
080441006657,Early College Academy,5509 WEST 11TH STREET,GREELEY,CO,80634,40.419342,-104.772268,9-12,318,(970)348-6295,public
080441006837,District 6 Online Academy,1125 9TH AVE,GREELEY,CO,80631,40.421547,-104.693114,K-12,357,(970)348-6172,public
080444000653,Pawnee School PK-12,19 CHATOGA,GROVER,CO,80729,40.8682,-104.2308,PK-12,65,(970)895-2222,public
080447000655,Crested Butte Secondary School,818 RED LADY AVENUE,CRESTED BUTTE,CO,81224,38.865104,-106.975755,6-12,400,(970)641-7720,public
080447000656,Gunnison High School,800 WEST OHIO,GUNNISON,CO,81230,38.548521,-106.937479,9-12,396,(970)641-7700,public
080447001507,Marble Charter School,412 WEST MAIN STREET,MARBLE,CO,81623,39.07168,-107.19297,K-10,55,(970)963-9550,charter
080450000661,Hanover Junior-Senior High School,17050 SOUTH PEYTON HIGHWAY,COLORADO SPRINGS,CO,80928,38.5844,-104.4624,6-12,156,(719)683-2247,public
080450006720,Hanover Online Academy,17050 SOUTH PEYTON HIGHWAY,COLORADO SPRINGS,CO,80928,38.584359,-104.462398,6-12,0,(719)683-2247,public
080453000667,Harrison High School,2755 JANITELL ROAD,COLORADO SPRINGS,CO,80906,38.7925,-104.7933,9-12,1179,(719)579-2080,public
080453001382,Sierra High School,2250 JET WING DRIVE,COLORADO SPRINGS,CO,80916,38.801835,-104.752471,9-12,908,(719)579-2090,public
080453001781,James Irwin Charter High School,5525 ASTROZON BLVD.,COLORADO SPRINGS,CO,80916,38.79728,-104.728431,9-12,403,(719)576-8055,charter
080453006370,The Vanguard School (High),1832 SOUTH WAHSATCH,COLORADO SPRINGS,CO,80906,38.81127,-104.815873,9-12,321,(719)471-1999,charter
080453006425,Atlas Preparatory High School,1628 SOUTH MURRAY BLVD,COLORADO SPRINGS,CO,80916,38.81201,-104.754588,9-12,479,(719)358-7196,charter
080453006835,Aspire Online Academy,200 LOOMIS AVE,COLORADO SPRINGS,CO,80906,38.772621,-104.798016,K-12,123,(719)579-3254,public
080456000674,Haxtun Jr/Sr High School,201 WEST POWELL STREET,HAXTUN,CO,80731,40.6477,-102.6302,7-12,158,(970)774-6111,public
080459001348,Hayden High School,495 WEST JEFFERSON STREET,HAYDEN,CO,81639,40.4931,-107.2624,9-12,115,(970)276-3761,public
080462001969,Lake City Community School,614 NORTH SILVER STREET,LAKE CITY,CO,81235,38.033214,-107.314641,PK-12,81,(970)944-2314,public
080465000680,Hoehne Schools,19851 COUNTY ROAD 75. 1,TRINIDAD,CO,81082,37.279113,-104.378906,PK-12,319,(719)846-4457,public
080468000681,Holly School,206 NORTH 3RD STREET,HOLLY,CO,81047,38.055092,-102.120815,PK-12,273,(719)537-6512,public
080471000684,Holyoke Senior High School,545 E HALE STREET,HOLYOKE,CO,80734,40.582,-102.2963,7-12,245,(970)854-2284,public
080474000686,Genoa-Hugo School,220 WEST 7TH STREET,HUGO,CO,80821,39.1388,-103.4773,PK-12,224,(719)743-2428,public
080477000689,Ignacio High School,315 BECKER STREET,IGNACIO,CO,81137,37.12,-107.6365,9-12,201,(970)563-0515,public
080480000691,Alameda International Junior/Senior High School,1255 SOUTH WADSWORTH BLVD,LAKEWOOD,CO,80232,39.6938,-105.0843,7-12,1062,(303)982-8160,public
080480000694,Arvada High School,7951 WEST 65TH AVENUE,ARVADA,CO,80004,39.8158,-105.0848,9-12,705,(303)982-0162,public
080480000695,Arvada West High School,11595 ALLENDALE DRIVE,ARVADA,CO,80004,39.8104,-105.1274,9-12,1840,(303)982-1303,public
080480000697,Bear Creek High School,9800 WEST DARTMOUTH PLACE,LAKEWOOD,CO,80227,39.6584,-105.1101,9-12,1431,(303)982-8855,public
080480000707,Columbine High School,6201 SOUTH PIERCE STREET,LITTLETON,CO,80123,39.6038,-105.074,9-12,1686,(303)982-4400,public
080480000719,Evergreen High School,29300 BUFFALO ROAD,EVERGREEN,CO,80439,39.621819,-105.331754,9-12,954,(303)982-5140,public
080480000733,Golden High School,701  24TH STREET,GOLDEN,CO,80401,39.7432,-105.2122,9-12,1416,(303)982-4200,public
080480000736,Green Mountain High School,13175 W GREEN MOUNTAIN DRIVE,LAKEWOOD,CO,80228,39.6933,-105.1452,9-12,1085,(303)982-9500,public
080480000739,Jefferson Junior/Senior High School,2305 PIERCE STREET,EDGEWATER,CO,80214,39.7504,-105.0731,7-12,612,(303)982-6056,public
080480000747,Lakewood High School,9700 WEST 8TH AVENUE,LAKEWOOD,CO,80215,39.7282,-105.1066,9-12,1885,(303)982-7085,public
080480000765,Jefferson County Open Secondary,7655 WEST 10TH AVENUE,LAKEWOOD,CO,80215,39.73356,-105.083642,7-12,317,(303)982-7045,public
080480000775,Pomona High School,8101 WEST POMONA DRIVE,ARVADA,CO,80005,39.8494,-105.0885,9-12,1132,(303)982-0710,public
080480000797,Warren Tech,13300 WEST 2ND PLACE,LAKEWOOD,CO,80228,39.714936,-105.149681,11-12,26,(303)982-8600,public
080480000803,Wheat Ridge High School,9505 WEST 32ND AVENUE,WHEAT RIDGE,CO,80033,39.7639,-105.104,9-12,970,(303)982-7695,public
080480000964,D'Evelyn Junior/Senior High School,10359 W NASSAU AVENUE,DENVER,CO,80235,39.6435,-105.1145,6-12,1125,(303)982-2600,public
080480001036,Collegiate Academy of Colorado,8420 SOUTH SANGRE DE CRISTO RD,LITTLETON,CO,80127,39.5668,-105.1134,PK-12,304,(303)972-7433,charter
080480001383,Chatfield High School,7227 SOUTH SIMMS STREET,LITTLETON,CO,80127,39.5871,-105.1316,9-12,1784,(303)982-3670,public
080480001487,Standley Lake High School,9300 WEST 104TH AVENUE,WESTMINSTER,CO,80021,39.8845,-105.101,9-12,1180,(303)982-3311,public
080480001542,Conifer Senior High School,10441 COUNTY HIGHWAY 73,CONIFER,CO,80433,39.5281,-105.3171,9-12,821,(303)982-5255,public
080480001543,Dakota Ridge Senior High School,13399 WEST COAL MINE AVENUE,LITTLETON,CO,80127,39.604267,-105.149694,9-12,1338,(303)982-1970,public
080480001766,Compass Montessori - Golden Charter School,4441 SALVIA STREET,GOLDEN,CO,80403,39.775,-105.1896,PK-12,424,(303)271-1977,charter
080480001797,Ralston Valley Senior High School,13355 WEST 80TH AVENUE,ARVADA,CO,80005,39.8433,-105.1502,9-12,1843,(303)982-5600,public
080480001921,Jefferson Academy,11251 REED WAY,BROOMFIELD,CO,80020,39.900598,-105.075281,K-12,317,(720)887-1992,charter
080480001922,Jefferson Academy High School,11251 REED WAY,BROOMFIELD,CO,80020,39.900598,-105.075281,9-12,424,(720)887-1992,charter
080480006466,Two Roads Charter School,6980 PIERCE STREET,ARVADA,CO,80003,39.823055,-105.071685,PK-12,331,(303)423-3377,charter
080480006587,Addenbrooke Classical Academy,3605 S TELLER STREET,LAKEWOOD,CO,80235,39.649402,-105.07712,9-12,201,(303)989-1336,charter
080480006695,Doral Academy of Colorado,7100 WADSWORTH BLVD,ARVADA,CO,80003,39.861864,-105.097278,K-12,140,(303)250-3627,charter
080480006852,JeffCo Remote Learning Program,1505 SOUTH PIERSON ST,LAKEWOOD,CO,80232,39.688886,-105.123988,K-12,583,(303)910-2671,public
080483000810,Roosevelt High School,616 NORTH 2ND STREET,JOHNSTOWN,CO,80534,40.3392,-104.9134,9-12,1082,(970)587-4633,public
080483006829,CIVICA Colorado,301 CENTENNIAL DRIVE,MILLIKEN,CO,80534,40.326543,-104.833913,6-10,149,(970)652-4711,charter
080486000813,Julesburg High School,102 WEST 6TH STREET,JULESBURG,CO,80737,40.9908,-102.2679,7-12,108,(970)474-3364,public
080489000815,Karval Junior-Senior High School,16232 COUNTY ROAD 29,KARVAL,CO,80823,38.7383,-103.5348,7-12,20,(719)446-5311,public
080492000819,Weld Central Senior High School,4715 WELD COUNTY ROAD 59,KEENESBURG,CO,80643,40.0701,-104.5101,9-12,697,(303)536-2100,public
080492006863,Weld Re-3J Online Innovations,1101 4TH AVE,HUDSON,CO,80642,40.070899,-104.637735,K-12,115,(303)536-2000,public
080495000821,Platte Valley High School,901 CAMPBELL,KERSEY,CO,80644,40.3896,-104.5522,9-12,312,(970)336-8700,public
080498000823,Kim Undivided High School,425 STATE STREET,KIM,CO,81049,37.247002,-103.353608,6-12,21,(719)643-5295,public
080501000825,Kiowa High School,525 COMMANCHE ST,KIOWA,CO,80117,39.347969,-104.459917,9-12,79,(303)621-2115,public
080504000826,Kit Carson Junior-Senior High School,102 5TH AVENUE,KIT CARSON,CO,80825,38.767176,-102.791472,6-12,52,(719)962-3219,public
080507000830,West Grand High School,208 12TH STREET,KREMMLING,CO,80459,40.0602,-106.3797,9-12,112,(970)724-3425,public
080510000843,Centauri High School,17889 US HWY 285,LA JARA,CO,81140,37.2479,-105.9703,9-12,326,(719)274-5178,public
080513006484,La Junta Jr/Sr High School,1817 SMITHLAND AVE,LA JUNTA,CO,81050,37.9703,-103.538214,7-12,539,(719)384-4467,public
080516000854,La Veta Junior-Senior High School,126 EAST GARLAND,LA VETA,CO,81055,37.505,-105.0083,6-12,121,(719)742-3662,public
080519000857,Lake County High School,1000 WEST 4TH STREET,LEADVILLE,CO,80461,39.24395,-106.304561,7-12,414,(719)486-6950,public
080522000862,Lamar High School,1900 THUNDER DRIVE,LAMAR,CO,81052,38.0708,-102.6287,9-12,445,(719)336-3488,public
080525000868,Las Animas High School,300 GROVE AVENUE,LAS ANIMAS,CO,81054,38.070772,-103.229269,9-12,118,(719)456-0211,public
080528000871,Limon Junior-Senior High School,874 F AVENUE,LIMON,CO,80828,39.269299,-103.688063,6-12,242,(719)775-2350,public
080531000873,Arapahoe High School,2201 EAST DRY CREEK ROAD,CENTENNIAL,CO,80122,39.5817,-104.9628,9-12,1820,(303)347-6000,public
080531000881,Heritage High School,1401 WEST GEDDES AVENUE,LITTLETON,CO,80120,39.587,-105.0035,9-12,1754,(303)347-7600,public
080531000884,Littleton High School,199 EAST LITTLETON BLVD,LITTLETON,CO,80121,39.6139,-104.9841,9-12,1224,(303)347-7700,public
080534000895,Lone Star Undivided High School,44940 COUNTY ROAD 54,OTIS,CO,80743,40.351053,-102.852216,9-12,44,(970)848-2778,public
080537000902,Frederick Senior High School,5960 TIPPLE PARKWAY,FREDERICK,CO,80504,40.101412,-104.947995,9-12,1412,(303)833-3533,public
080537000909,Longmont High School,1040 SUNSET STREET,LONGMONT,CO,80501,40.1762,-105.1196,9-12,1262,(303)776-6014,public
080537000912,Lyons Middle/Senior High School,100 MCCONNELL DRIVE,LYONS,CO,80540,40.2145,-105.2645,6-12,372,(303)823-6631,public
080537000918,Niwot High School,8989 E. NIWOT ROAD,NIWOT,CO,80503,40.1035,-105.1437,9-12,1355,(303)652-2550,public
080537001284,Skyline High School,600 EAST MOUNTAIN VIEW,LONGMONT,CO,80501,40.1829,-105.0814,9-12,1354,(720)494-3741,public
080537001572,Twin Peaks Charter Academy,340 SOUTH SUNSET STREET,LONGMONT,CO,80501,40.15467,-105.118601,K-12,807,(303)772-7286,charter
